Full name,Year,Conference (short),First name,Middle name,Last name,gender,Paper Count,Max Paper Count,First year paper,Age,Conference (long),Main Topic,Productivity
Vivek De,2012,ASPDAC,Vivek,,De,M,114,241,1996,16,Asia and South Pacific Design Automation Conference,Computer Architecture,7.125
Hiroyuki Watanabe,2013,ASPDAC,Hiroyuki,,Watanabe,M,24,28,1983,30,Asia and South Pacific Design Automation Conference,Computer Architecture,0.8
Kee Sup Kim,2013,ASPDAC,Kee,Sup,Kim,M,35,36,1990,23,Asia and South Pacific Design Automation Conference,Computer Architecture,1.5217391304347827
Sani Nassif,2013,ASPDAC,Sani,,Nassif,M,143,155,1984,29,Asia and South Pacific Design Automation Conference,Computer Architecture,4.931034482758621
Georges Gielen,2014,ASPDAC,Georges,,Gielen,M,283,361,1990,24,Asia and South Pacific Design Automation Conference,Computer Architecture,11.791666666666666
Ivo Bolsens,2014,ASPDAC,Ivo,,Bolsens,M,62,66,1985,29,Asia and South Pacific Design Automation Conference,Computer Architecture,2.1379310344827585
Kaushik Roy,2014,ASPDAC,Kaushik,,Roy,M,5,17,1990,24,Asia and South Pacific Design Automation Conference,Computer Architecture,0.2083333333333333
Ulf Schneider,2014,ASPDAC,Ulf,,Schneider,M,2,2,2003,11,Asia and South Pacific Design Automation Conference,Computer Architecture,0.1818181818181818
Atsushi Takahara,2015,ASPDAC,Atsushi,,Takahara,M,39,44,1988,27,Asia and South Pacific Design Automation Conference,Computer Architecture,1.4444444444444444
Noriko Arai,2015,ASPDAC,Noriko,,Arai,F,3,4,2012,3,Asia and South Pacific Design Automation Conference,Computer Architecture,1.0
Udo Wolz,2015,ASPDAC,Udo,,Wolz,M,1,1,2015,0,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0
Alessandro Cremonesi,2016,ASPDAC,Alessandro,,Cremonesi,M,2,2,2007,9,Asia and South Pacific Design Automation Conference,Computer Architecture,0.2222222222222222
Giovanni De Micheli,2016,ASPDAC,Giovanni,De,Micheli,M,487,608,1983,33,Asia and South Pacific Design Automation Conference,Computer Architecture,14.757575757575758
Jason Cong,2016,ASPDAC,Jason,,Cong,M,425,539,1988,28,Asia and South Pacific Design Automation Conference,Computer Architecture,15.178571428571429
Michael Gschwind,2016,ASPDAC,Michael,,Gschwind,M,50,55,1994,22,Asia and South Pacific Design Automation Conference,Computer Architecture,2.272727272727273
Qi Wang,2016,ASPDAC,Qi,,Wang,M,352,735,1991,25,Asia and South Pacific Design Automation Conference,Computer Architecture,14.08
Hiroto Yasuura,2017,ASPDAC,Hiroto,,Yasuura,M,115,115,1981,36,Asia and South Pacific Design Automation Conference,Computer Architecture,3.1944444444444446
Jacob Abraham,2017,ASPDAC,Jacob,,Abraham,M,5,12,2003,14,Asia and South Pacific Design Automation Conference,Computer Architecture,0.3571428571428571
John Rogers,2017,ASPDAC,John,,Rogers,M,14,21,1978,39,Asia and South Pacific Design Automation Conference,Computer Architecture,0.358974358974359
Kwang-ting Tim Cheng,2017,ASPDAC,Kwang-ting,Tim,Cheng,M,409,483,1988,29,Asia and South Pacific Design Automation Conference,Computer Architecture,14.10344827586207
Napoleon Torres-Martinez,2017,ASPDAC,Napoleon,,Torres-Martinez,M,4,4,2011,6,Asia and South Pacific Design Automation Conference,Computer Architecture,0.6666666666666666
Steve Trimberger,2017,ASPDAC,Steve,,Trimberger,M,42,42,1981,36,Asia and South Pacific Design Automation Conference,Computer Architecture,1.1666666666666667
Andrew B. Kahng,2018,ASPDAC,Andrew,B.,Kahng,M,437,484,1989,29,Asia and South Pacific Design Automation Conference,Computer Architecture,15.06896551724138
Jeff Burns,2018,ASPDAC,Jeff,,Burns,M,6,6,1999,19,Asia and South Pacific Design Automation Conference,Computer Architecture,0.3157894736842105
Joungho Kim,2018,ASPDAC,Joungho,,Kim,M,1,1,1996,22,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0454545454545454
Woojong Han,2018,ASPDAC,Woojong,,Han,M,1,1,1997,21,Asia and South Pacific Design Automation Conference,Computer Architecture,0.0476190476190476
Satoshi Matsuoka,2019,ASPDAC,Satoshi,,Matsuoka,M,293,309,1988,31,Asia and South Pacific Design Automation Conference,Computer Architecture,9.451612903225806
Tao Zhang,2019,ASPDAC,Tao,,Zhang,M,467,764,1993,26,Asia and South Pacific Design Automation Conference,Computer Architecture,17.96153846153846
Yasuhisa Shimazaki,2019,ASPDAC,Yasuhisa,,Shimazaki,M,21,23,2004,15,Asia and South Pacific Design Automation Conference,Computer Architecture,1.4
Jason Cong,2020,ASPDAC,Jason,,Cong,M,500,539,1988,32,Asia and South Pacific Design Automation Conference,Computer Architecture,15.625
Lifeng Wu,2020,ASPDAC,Lifeng,,Wu,M,37,51,1991,29,Asia and South Pacific Design Automation Conference,Computer Architecture,1.2758620689655171
Michael Wang,2020,ASPDAC,Michael,,Wang,M,20,29,1992,28,Asia and South Pacific Design Automation Conference,Computer Architecture,0.7142857142857143
Takao Someya,2020,ASPDAC,Takao,,Someya,M,41,43,2004,16,Asia and South Pacific Design Automation Conference,Computer Architecture,2.5625
Xiaoning Qi,2020,ASPDAC,Xiaoning,,Qi,M,11,11,2000,20,Asia and South Pacific Design Automation Conference,Computer Architecture,0.55
Yingwu Zhang,2020,ASPDAC,Yingwu,,Zhang,M,2,2,2010,10,Asia and South Pacific Design Automation Conference,Computer Architecture,0.2
Jun Mitani,2021,ASPDAC,Jun,,Mitani,M,79,81,1999,22,Asia and South Pacific Design Automation Conference,Computer Architecture,3.590909090909091
Kaushik Roy,2021,ASPDAC,Kaushik,,Roy,M,13,17,1990,31,Asia and South Pacific Design Automation Conference,Computer Architecture,0.4193548387096774
Krishnendu Chakrabarty,2021,ASPDAC,Krishnendu,,Chakrabarty,M,798,847,1993,28,Asia and South Pacific Design Automation Conference,Computer Architecture,28.5
Jerry M. Chow,2022,ASPDAC,Jerry,M.,Chow,M,4,4,2010,12,Asia and South Pacific Design Automation Conference,Computer Architecture,0.3333333333333333
Ken Wang,2022,ASPDAC,Ken,,Wang,M,3,3,2010,12,Asia and South Pacific Design Automation Conference,Computer Architecture,0.25
Shankar Krishnamoorthy,2022,ASPDAC,Shankar,,Krishnamoorthy,M,11,11,1994,28,Asia and South Pacific Design Automation Conference,Computer Architecture,0.3928571428571428
Don Norman,2003,CHI,Don,,Norman,M,33,81,1973,30,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.1
Neil Budde,2003,CHI,Neil,,Budde,M,0,1,2004,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Bernd Reuse,2004,CHI,Bernd,,Reuse,M,5,6,1992,12,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.4166666666666667
Ephraim P. Gliner,2004,CHI,Ephraim,P.,Gliner,M,41,42,1971,33,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.2424242424242424
Thierry Van der,2004,CHI,Thierry,Van,der,M,2,5,1979,25,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.08
Barbara Helfer,2005,CHI,Barbara,,Helfer,F,2,2,2002,3,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.6666666666666666
Christopher W. Johnson,2005,CHI,Christopher,W.,Johnson,M,47,89,1994,11,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.2727272727272725
Jared Spool,2005,CHI,Jared,,Spool,M,21,22,1993,12,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.75
John Zaploski,2005,CHI,John,,Zaploski,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Jonathan Grudin,2005,CHI,Jonathan,,Grudin,M,99,167,1985,20,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.95
Keith Instone,2005,CHI,Keith,,Instone,M,31,35,1989,16,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.9375
Whitney Quesenbery,2005,CHI,Whitney,,Quesenbery,F,5,11,2001,4,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.25
Brad Meyers,2006,CHI,Brad,,Meyers,M,2,2,1999,7,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.2857142857142857
Mary Czerwinski,2006,CHI,Mary,,Czerwinski,F,80,202,1991,15,Conference on Human Factors in Computing Systems,Human-Computer Interaction,5.333333333333333
Jeremy Ashley,2007,CHI,Jeremy,,Ashley,M,6,10,2002,5,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.2
Mark Finkle,2007,CHI,Mark,,Finkle,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Scott Stanfield,2007,CHI,Scott,,Stanfield,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Tim Wood,2007,CHI,Tim,,Wood,M,4,8,1999,8,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.5
Tucker Viemeister,2007,CHI,Tucker,,Viemeister,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Andrea Grimes,2008,CHI,Andrea,,Grimes,F,8,14,2003,5,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.6
Bill Buxton,2008,CHI,Bill,,Buxton,M,107,136,1978,30,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.566666666666667
Andrew Crabtree,2009,CHI,Andrew,,Crabtree,M,38,102,1997,12,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.1666666666666665
Christoph Bartneck,2009,CHI,Christoph,,Bartneck,M,44,110,2001,8,Conference on Human Factors in Computing Systems,Human-Computer Interaction,5.5
Danah Boyd,2009,CHI,Danah,,Boyd,F,16,39,2001,8,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.0
Gilbert Cockton,2009,CHI,Gilbert,,Cockton,M,60,114,1987,22,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.727272727272727
Graham Button,2009,CHI,Graham,,Button,M,15,17,1993,16,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.9375
Jan Chipchase,2009,CHI,Jan,,Chipchase,M,4,4,2005,4,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.0
Marc Hassenzahl,2009,CHI,Marc,,Hassenzahl,M,76,186,1997,12,Conference on Human Factors in Computing Systems,Human-Computer Interaction,6.333333333333333
Peter Tolmie,2009,CHI,Peter,,Tolmie,M,15,71,1999,10,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.5
Robert Kraut,2009,CHI,Robert,,Kraut,M,54,152,1997,12,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.5
Sarah Diefenbach,2009,CHI,Sarah,,Diefenbach,F,12,100,2007,2,Conference on Human Factors in Computing Systems,Human-Computer Interaction,6.0
Tom Rodden,2009,CHI,Tom,,Rodden,M,134,234,1988,21,Conference on Human Factors in Computing Systems,Human-Computer Interaction,6.380952380952381
Allison Druin,2010,CHI,Allison,,Druin,F,104,156,1988,22,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.727272727272728
Ben Bederson,2010,CHI,Ben,,Bederson,M,108,131,1992,18,Conference on Human Factors in Computing Systems,Human-Computer Interaction,6.0
Karen Holtzblatt,2010,CHI,Karen,,Holtzblatt,F,40,63,1988,22,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.818181818181818
Lucy Suchman,2010,CHI,Lucy,,Suchman,F,37,40,1983,27,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.3703703703703705
Usman Haque,2010,CHI,Usman,,Haque,M,3,4,2004,6,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.5
Alan Newell,2011,CHI,Alan,,Newell,M,54,55,1985,26,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.076923076923077
Clayton Lewis,2011,CHI,Clayton,,Lewis,M,68,102,1973,38,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.7894736842105263
Larry Tesler,2011,CHI,Larry,,Tesler,M,7,10,1969,42,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.1666666666666666
Terry Winograd,2011,CHI,Terry,,Winograd,M,101,111,1973,38,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.6578947368421053
Batya Friedman,2012,CHI,Batya,,Friedman,F,62,88,1990,22,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.8181818181818183
Dan Olsen,2012,CHI,Dan,,Olsen,M,0,1,2019,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Joy Mountford,2012,CHI,Joy,,Mountford,F,16,16,1988,24,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.6666666666666666
Richard Shusterman,2012,CHI,Richard,,Shusterman,M,0,2,2014,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Stu Card,2012,CHI,Stu,,Card,M,97,102,1980,32,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.03125
George Robertson,2013,CHI,George,,Robertson,M,2,2,1997,16,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.125
Jacob Nielsen,2013,CHI,Jacob,,Nielsen,M,10,25,1997,16,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.625
Sara J. Czaja,2013,CHI,Sara,J.,Czaja,F,24,32,1989,24,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.0
Elizabeth F. Churchill,2014,CHI,Elizabeth,F.,Churchill,F,143,217,1995,19,Conference on Human Factors in Computing Systems,Human-Computer Interaction,7.526315789473684
Gillian Crampton Smith,2014,CHI,Gillian,Crampton,Smith,F,10,11,1990,24,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.4166666666666667
Margaret Atwood,2014,CHI,Margaret,,Atwood,F,1,1,2014,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Nathan Eagle,2014,CHI,Nathan,,Eagle,M,29,30,2003,11,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.636363636363636
Richard Ladner,2014,CHI,Richard,,Ladner,M,187,245,1973,41,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.560975609756097
Scooter Morris,2014,CHI,Scooter,,Morris,M,1,1,2014,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Scott Jenson,2014,CHI,Scott,,Jenson,M,5,11,2001,13,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.3846153846153846
Steve Whittaker,2014,CHI,Steve,,Whittaker,M,135,177,1988,26,Conference on Human Factors in Computing Systems,Human-Computer Interaction,5.1923076923076925
Jean Scholtz,2015,CHI,Jean,,Scholtz,M,120,127,1989,26,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.615384615384615
Jim Hollan,2015,CHI,Jim,,Hollan,M,85,96,1981,34,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.5
Leysia Palen,2015,CHI,Leysia,,Palen,F,59,78,1995,20,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.95
Michel Beaudouin-Lafon,2015,CHI,Michel,,Beaudouin-Lafon,M,86,123,1988,27,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.185185185185185
Susan Dray,2015,CHI,Susan,,Dray,F,64,84,1986,29,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.206896551724138
Dayo Olopade,2016,CHI,Dayo,,Olopade,F,1,1,2016,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Salman Khan,2016,CHI,Salman,,Khan,M,8,14,2007,9,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.8888888888888888
Ben Shneiderman,2017,CHI,Ben,,Shneiderman,M,477,498,1971,46,Conference on Human Factors in Computing Systems,Human-Computer Interaction,10.369565217391305
Brad A. Myers,2017,CHI,Brad,A.,Myers,M,305,338,1983,34,Conference on Human Factors in Computing Systems,Human-Computer Interaction,8.970588235294118
Catherine Plaisant,2017,CHI,Catherine,,Plaisant,F,159,180,1988,29,Conference on Human Factors in Computing Systems,Human-Computer Interaction,5.482758620689655
Elizabeth Churchill,2017,CHI,Elizabeth,,Churchill,F,177,217,1995,22,Conference on Human Factors in Computing Systems,Human-Computer Interaction,8.045454545454545
Ernest A. Edmonds,2017,CHI,Ernest,A.,Edmonds,M,150,161,1969,48,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.125
Gary Olson,2017,CHI,Gary,,Olson,M,79,80,1986,31,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.548387096774193
Indrani Medhi Thies,2017,CHI,Indrani,Medhi,Thies,F,26,32,2006,11,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.363636363636364
Jacob O. Wobbrock,2017,CHI,Jacob,O.,Wobbrock,M,137,191,1998,19,Conference on Human Factors in Computing Systems,Human-Computer Interaction,7.2105263157894735
Jennifer Preece,2017,CHI,Jennifer,,Preece,F,115,117,1988,29,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.9655172413793114
Jonathan Lazar,2017,CHI,Jonathan,,Lazar,M,87,111,1998,19,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.578947368421052
Judith Olson,2017,CHI,Judith,,Olson,F,71,73,1990,27,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.6296296296296298
Matt Jones,2017,CHI,Matt,,Jones,M,148,183,1997,20,Conference on Human Factors in Computing Systems,Human-Computer Interaction,7.4
Mc Schraefel,2017,CHI,Mc,,Schraefel,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Neri Oxman,2017,CHI,Neri,,Oxman,M,8,10,2009,8,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.0
Nicholas Carr,2017,CHI,Nicholas,,Carr,M,3,3,2013,4,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.75
Terry Winograd,2017,CHI,Terry,,Winograd,M,109,111,1973,44,Conference on Human Factors in Computing Systems,Human-Computer Interaction,2.477272727272727
Wael Ghonim,2017,CHI,Wael,,Ghonim,M,1,1,2017,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Christian Rudder,2018,CHI,Christian,,Rudder,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Daveed Goldman,2018,CHI,Daveed,,Goldman,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Nobu Adilman,2018,CHI,Nobu,,Adilman,F,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Sue Gardner,2018,CHI,Sue,,Gardner,F,9,10,2005,13,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.6923076923076923
Aleks Krotoski,2019,CHI,Aleks,,Krotoski,M,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Ivan Poupyrev,2019,CHI,Ivan,,Poupyrev,M,87,90,1996,23,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.782608695652174
Chieko Asakawa,2021,CHI,Chieko,,Asakawa,F,99,103,1996,25,Conference on Human Factors in Computing Systems,Human-Computer Interaction,3.96
Ruha Banjamin,2021,CHI,Ruha,,Banjamin,F,0,0,0,0,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.0
Daria Loi,2022,CHI,Daria,,Loi,F,27,28,2007,15,Conference on Human Factors in Computing Systems,Human-Computer Interaction,1.8
Elizabeth F. Churchill,2022,CHI,Elizabeth,F.,Churchill,F,217,217,1995,27,Conference on Human Factors in Computing Systems,Human-Computer Interaction,8.037037037037036
Elizabeth Rosenzweig,2022,CHI,Elizabeth,,Rosenzweig,F,23,23,1995,27,Conference on Human Factors in Computing Systems,Human-Computer Interaction,0.8518518518518519
Jonathan Grudin,2022,CHI,Jonathan,,Grudin,M,167,167,1985,37,Conference on Human Factors in Computing Systems,Human-Computer Interaction,4.513513513513513
